ticker,bar_et,scan_key,mode,setup_tags,pass_score,close,pre_clv,post_clv,mf_z,vol_spike,rvol_slot,session_rvol,vwap,dist_vwap_pct,atr_expand,rs_qqq_20,rs_open_qqq,rs_sec_20,wick_ratio,body_ratio,daily_uptrend,daily_ema_stack,intra_uptrend,above_vwap,breakout,orb_break,vwap_reclaim,pmh_break,first_pullback,squeeze_release,sector
SPIR,2026-05-15 10:00,SPIR|2026-05-15 10:00,BOTH,"ORB, HH",19.388,19.72,-0.4033,0.3544,2.043,4.028,2.287,1.826,19.1824,2.8,2.224,0.0606,0.1091,0,0.343,0.488,True,True,True,True,True,True,False,False,False,False,UNKNOWN
DBSDY,2026-05-15 10:30,DBSDY|2026-05-15 10:30,CONTINUATION,"1stPB, NR7",17.815,188.1,0.1198,0.5079,0.429,13.715,6.374,4.387,188.0816,0.01,2.195,0.01,-0.0069,0,0.492,0.087,True,True,True,True,False,False,False,False,True,False,UNKNOWN
SANM,2026-05-15 10:00,SANM|2026-05-15 10:00,SQUEEZE_POP,"ORB, PMH, SQ",10.545,235.02,0.3626,0.3635,0.974,1.17,0.963,0.713,233.3082,0.73,1.01,-0.0243,-0.004,0,0.334,0.511,True,True,False,True,False,True,False,True,False,True,UNKNOWN
GNRC,2026-05-15 10:30,GNRC|2026-05-15 10:30,SQUEEZE_POP,NR7,8.586,260.715,0.3327,-0.82,-2.402,2.276,2.597,0.953,264.8517,-1.56,2.154,-0.0112,-0.0398,0,0.169,0.823,True,True,False,False,False,False,False,False,False,False,UNKNOWN
SNPS,2026-05-15 10:30,SNPS|2026-05-15 10:30,SQUEEZE_POP,SQ,6.977,499.1,0.721,-0.9225,-1.395,1.133,1.197,1.352,504.4644,-1.06,1.968,-0.0082,-0.0109,0,0.112,0.888,True,True,False,False,False,False,False,False,False,True,UNKNOWN
NBIS,2026-05-15 10:30,NBIS|2026-05-15 10:30,SQUEEZE_POP,NR7,6.97,219.8,-0.3007,-0.5662,-0.962,0.834,1.075,1.206,222.4182,-1.18,1.488,0.0365,0.0054,0,0.487,0.44,True,True,False,False,False,False,False,False,False,False,UNKNOWN
