ticker,bar_et,scan_key,mode,setup_tags,pass_score,close,pre_clv,post_clv,mf_z,vol_spike,rvol_slot,session_rvol,vwap,dist_vwap_pct,atr_expand,rs_qqq_20,rs_open_qqq,rs_sec_20,wick_ratio,body_ratio,daily_uptrend,daily_ema_stack,intra_uptrend,above_vwap,breakout,orb_break,vwap_reclaim,pmh_break,first_pullback,squeeze_release,sector
VLY,2026-05-27 11:30,VLY|2026-05-27 11:30,CONTINUATION,"PMH, NR7",18.827,13.755,-0.2116,-0.1875,2.731,4.071,6.461,2.788,13.746,0.07,1.185,0.0021,0.0075,0,0.187,0.125,True,True,True,True,False,False,False,True,False,False,UNKNOWN
DY,2026-05-27 12:00,DY|2026-05-27 12:00,BOTH,"VWAP, PMH",18.817,550.58,-0.238,0.4833,2.228,0.707,2.376,5.989,546.5439,0.74,1.072,0.3231,0.0298,0,0.027,0.892,False,True,True,True,False,False,True,True,False,False,UNKNOWN
AMSC,2026-05-27 11:30,AMSC|2026-05-27 11:30,CONTINUATION,1stPB,14.511,53.7,-0.0244,0.1302,1.38,1.844,2.756,1.376,53.2327,0.88,1.14,0.0226,0.0061,0,0.289,0.026,True,True,True,True,False,False,False,False,True,False,UNKNOWN
MYRG,2026-05-27 11:30,MYRG|2026-05-27 11:30,SQUEEZE_POP,NR7,11.252,469.0,-0.2053,-0.2485,-1.236,1.518,2.109,0.836,470.0266,-0.22,1.157,0.0364,0.0064,0,0.0,0.712,True,True,True,False,False,False,False,False,False,False,UNKNOWN
ATI,2026-05-27 11:30,ATI|2026-05-27 11:30,CONTINUATION,1stPB,11.101,169.09,0.1195,-0.195,-0.304,0.796,1.622,1.182,168.8728,0.13,1.83,0.0286,0.0028,0,0.069,0.402,True,True,True,True,False,False,False,False,True,False,UNKNOWN
ILMN,2026-05-27 14:00,ILMN|2026-05-27 14:00,STRONG_CONT,"HH, BOX",16.756,150.37,0.4707,0.6509,1.139,2.056,2.087,1.007,147.1592,2.18,1.01,0.0288,0.0392,0.0139,0.144,0.751,True,True,True,True,True,False,False,False,False,False,BIOTECH
DAVE,2026-05-27 14:00,DAVE|2026-05-27 14:00,CONTINUATION,ORB,14.623,255.19,0.0673,0.0751,2.324,1.404,1.624,1.467,253.7701,0.56,0.761,0.0326,0.026,0.0,0.088,0.324,False,True,True,True,False,True,False,False,False,False,UNKNOWN
CNC,2026-05-27 14:30,CNC|2026-05-27 14:30,CONTINUATION,1stPB,9.328,58.435,0.1584,0.0303,1.036,0.551,0.552,0.683,58.3779,0.1,0.669,0.0053,0.0067,0.0,0.086,0.638,True,True,True,True,False,False,False,False,True,False,UNKNOWN
FHN,2026-05-27 14:00,FHN|2026-05-27 14:00,SQUEEZE_POP,SQ,8.718,24.155,-0.4667,-0.1587,-1.678,1.777,2.292,1.311,24.2699,-0.47,0.789,-0.0068,-0.0118,0.0,0.053,0.895,True,True,False,False,False,False,False,False,False,True,UNKNOWN
