ticker,bar_et,scan_key,mode,setup_tags,pass_score,close,pre_clv,post_clv,mf_z,vol_spike,rvol_slot,session_rvol,vwap,dist_vwap_pct,atr_expand,rs_qqq_20,rs_open_qqq,rs_sec_20,wick_ratio,body_ratio,daily_uptrend,daily_ema_stack,intra_uptrend,above_vwap,breakout,orb_break,vwap_reclaim,pmh_break,first_pullback,squeeze_release,sector
PBI,2026-06-12 11:30,PBI|2026-06-12 11:30,CONTINUATION,1stPB,16.206,17.465,0.5596,0.3525,2.164,2.935,3.018,1.593,17.3644,0.58,1.207,0.0006,0.0161,0.0,0.177,0.035,True,True,True,True,False,False,False,False,True,False,UNKNOWN
EWBC,2026-06-12 11:00,EWBC|2026-06-12 11:00,STRONG_CONT,1stPB,12.498,132.625,0.3486,0.8497,1.243,1.124,1.74,1.222,131.7771,0.64,0.718,-0.0041,0.0003,0.0,0.038,0.638,True,True,True,True,False,False,False,False,True,False,UNKNOWN
AMD,2026-06-12 11:30,AMD|2026-06-12 11:30,SQUEEZE_POP,NR7,10.131,505.6742,0.321,-0.2055,-1.685,0.85,1.131,1.103,509.7681,-0.8,1.321,0.0862,0.0092,0.0426,0.148,0.792,True,True,True,False,False,False,False,False,False,False,SEMIS
CHRW,2026-06-12 11:00,CHRW|2026-06-12 11:00,STRONG_CONT,1stPB,9.5,194.3,0.1017,0.6802,0.92,0.929,0.724,0.792,193.7647,0.28,0.814,0.0083,-0.0141,0.0,0.173,0.031,True,True,True,True,False,False,False,False,True,False,UNKNOWN
IBKR,2026-06-12 11:30,IBKR|2026-06-12 11:30,SQUEEZE_POP,NR7,8.337,91.02,0.489,-0.2101,-1.342,0.827,0.861,1.105,91.8555,-0.91,1.419,0.0333,0.0035,0.0,0.018,0.88,True,True,True,False,False,False,False,False,False,False,UNKNOWN
VSAT,2026-06-12 11:30,VSAT|2026-06-12 11:30,SQUEEZE_POP,NR7,7.812,70.645,0.3199,-0.763,-1.402,0.813,1.566,1.607,73.2124,-3.51,2.094,0.1162,-0.0657,0.0,0.001,0.964,False,True,False,False,False,False,False,False,False,False,UNKNOWN
FLEX,2026-06-12 11:30,FLEX|2026-06-12 11:30,SQUEEZE_POP,NR7,7.17,149.235,0.3172,-0.1165,-2.025,1.163,1.253,0.877,150.8347,-1.06,1.177,0.0375,-0.0057,0.0,0.044,0.929,True,True,False,False,False,False,False,False,False,False,UNKNOWN
NBIS,2026-06-12 11:30,NBIS|2026-06-12 11:30,SQUEEZE_POP,NR7,6.138,228.4501,0.5988,-0.5798,-1.484,0.866,1.156,0.974,233.3658,-2.11,1.538,0.0467,-0.0293,0.0,0.0,0.944,False,True,False,False,False,False,False,False,False,False,UNKNOWN
