ticker,bar_et,scan_key,mode,setup_tags,pass_score,close,pre_clv,post_clv,mf_z,vol_spike,rvol_slot,session_rvol,vwap,dist_vwap_pct,atr_expand,rs_qqq_20,rs_open_qqq,rs_sec_20,wick_ratio,body_ratio,daily_uptrend,daily_ema_stack,intra_uptrend,above_vwap,breakout,orb_break,vwap_reclaim,pmh_break,first_pullback,squeeze_release,sector
SPXC,2026-04-22 09:30,SPXC|2026-04-22 09:30,SQUEEZE_POP,NR7,10.655,220.65,0.4544,0.2941,1.263,1.642,1.0,1.148,220.1167,0.24,1.405,0.0049,0.0081,0.0,0.206,0.651,True,True,False,True,False,False,False,False,False,False,UNKNOWN
IBKR,2026-04-22 10:00,IBKR|2026-04-22 10:00,SQUEEZE_POP,NR7,10.588,77.965,0.1829,-0.2057,-2.266,2.371,2.759,3.3,78.2348,-0.34,1.445,-0.0498,-0.0058,0.0,0.557,0.28,True,True,False,False,False,False,False,False,False,False,UNKNOWN
LITE,2026-04-22 10:00,LITE|2026-04-22 10:00,REVERSAL,VWAP,10.219,840.97,-0.1611,0.2469,2.852,1.854,1.048,0.941,839.0787,0.23,1.663,-0.0738,-0.0151,0.0,0.063,0.196,True,True,False,True,False,False,True,False,False,False,UNKNOWN
GL,2026-04-22 09:30,GL|2026-04-22 09:30,SQUEEZE_POP,NR7,10.173,150.65,0.0591,-0.0127,0.241,1.604,2.195,2.2,150.6667,-0.01,2.782,-0.0108,-0.0067,0.0,0.0,0.513,True,True,False,False,False,False,False,False,False,False,UNKNOWN
EXEL,2026-04-22 09:30,EXEL|2026-04-22 09:30,SQUEEZE_POP,NR7,10.067,46.32,-0.1168,-0.4915,0.012,1.241,1.293,1.368,46.3133,0.01,2.767,0.0472,-0.0002,0.0,0.483,0.008,True,True,True,True,False,False,False,False,False,False,UNKNOWN
ATI,2026-04-22 09:30,ATI|2026-04-22 09:30,SQUEEZE_POP,NR7,9.72,155.12,0.3978,-0.2473,-1.313,2.179,1.836,2.001,156.5033,-0.88,3.727,-0.0557,-0.0363,0.0,0.051,0.696,True,True,False,False,False,False,False,False,False,False,UNKNOWN
VLY,2026-04-22 09:30,VLY|2026-04-22 09:30,SQUEEZE_POP,NR7,8.765,13.44,-0.1389,-0.1207,-0.498,2.033,1.602,1.733,13.4633,-0.17,3.288,-0.0123,-0.0132,0.0,0.0,0.621,True,True,False,False,False,False,False,False,False,False,UNKNOWN
HBM,2026-04-22 09:30,HBM|2026-04-22 09:30,SQUEEZE_POP,NR7,7.486,24.52,0.2806,0.6154,1.098,1.385,0.747,0.795,24.49,0.12,1.18,-0.042,-0.0033,0.0,0.179,0.205,True,True,False,True,False,False,False,False,False,False,UNKNOWN
SANM,2026-04-22 09:30,SANM|2026-04-22 09:30,SQUEEZE_POP,NR7,6.173,173.83,0.1545,-0.2581,-0.325,1.089,1.239,1.356,174.5767,-0.43,2.355,-0.01,-0.0103,0.0,0.341,0.417,True,True,False,False,False,False,False,False,False,False,UNKNOWN
AMSC,2026-04-22 11:00,AMSC|2026-04-22 11:00,STRONG_CONT,1stPB,17.164,46.055,0.0881,0.847,1.244,1.009,1.996,2.753,45.3221,1.62,1.176,0.1238,0.0565,0,0.083,0.525,True,True,True,True,False,False,False,False,True,False,UNKNOWN
PBI,2026-04-22 11:00,PBI|2026-04-22 11:00,CONTINUATION,1stPB,16.354,15.37,0.0768,0.5072,0.031,1.054,3.45,3.239,15.2402,0.85,1.44,0.1571,0.0304,0,0.0,0.355,True,True,True,True,False,False,False,False,True,False,UNKNOWN
NVTS,2026-04-22 11:00,NVTS|2026-04-22 11:00,STRONG_CONT,PMH,15.431,17.485,0.3546,0.8486,0.629,0.702,1.652,3.422,17.0016,2.84,0.674,0.3309,0.0797,0,0.134,0.354,True,True,True,True,False,False,False,True,False,False,UNKNOWN
NUE,2026-04-22 11:00,NUE|2026-04-22 11:00,BOTH,"ORB, HH",14.888,213.26,-0.0782,0.6825,0.988,0.896,1.527,1.361,212.073,0.56,0.762,0.0432,0.0056,0,0.053,0.759,True,True,True,True,True,True,False,False,False,False,UNKNOWN
EWBC,2026-04-22 11:00,EWBC|2026-04-22 11:00,BOTH,BOX,13.653,123.62,-0.0999,0.7659,0.527,0.4,1.553,4.7,122.9772,0.52,0.645,0.0255,0.0027,0,0.0,0.646,True,True,True,True,True,False,False,False,False,False,UNKNOWN
STM,2026-04-22 11:30,STM|2026-04-22 11:30,SQUEEZE_POP,SQ,9.005,43.98,-0.2562,-0.5805,-1.189,2.195,2.149,1.316,44.385,-0.91,0.528,-0.0204,-0.0209,0,0.744,0.0,True,True,False,False,False,False,False,False,False,True,UNKNOWN
EXEL,2026-04-22 13:00,EXEL|2026-04-22 13:00,STRONG_CONT,"ORB, HH",17.439,47.345,0.2722,0.526,2.093,1.338,2.747,1.816,46.6594,1.47,1.568,0.0388,0.0164,0,0.069,0.9,True,True,True,True,True,True,False,False,False,False,UNKNOWN
NUE,2026-04-22 12:30,NUE|2026-04-22 12:30,CONTINUATION,HH,11.953,214.17,0.2102,0.4475,0.462,0.687,1.612,1.454,212.5912,0.74,0.598,0.0249,0.0107,0,0.213,0.697,True,True,True,True,True,False,False,False,False,False,UNKNOWN
LUMN,2026-04-22 13:00,LUMN|2026-04-22 13:00,SQUEEZE_POP,"BOX, NR7",10.488,8.865,0.3225,0.1563,0.7,1.812,1.219,0.626,8.7927,0.82,1.68,0.0027,-0.0094,0,0.344,0.594,True,True,True,True,True,False,False,False,False,False,UNKNOWN
MYRG,2026-04-22 12:30,MYRG|2026-04-22 12:30,SQUEEZE_POP,SQ,6.322,330.64,-0.0931,-0.5248,-0.14,1.392,1.763,1.085,336.0668,-1.61,0.682,-0.0046,-0.0285,0,0.421,0.208,True,True,False,False,False,False,False,False,False,True,UNKNOWN
